id,views,mean_rating,bayesian_rating,ratings,follows,manga_comments,chapter_comments,title
15411,9197,7.18,7.86,11,362,0,0,Sekitsui House
15415,7222,7.89,7.95,28,182,1,5,Ibara no Namida
15416,34879,8.15,8.06,91,800,4,8,Mata Ashita
15417,1017549,6.18,6.3,1127,31009,107,369,Himekishi ga Classmate!
15424,4243,5.94,7.61,17,114,1,0,Eiyuu to Shounen
15425,83512,8.61,8.46,274,4052,33,33,Sesuji wo Pin! to ~Shikakou Kyougi Dance-bu e Youkoso~
15428,7342,7.06,7.82,16,310,2,0,Aisaresugi Confusion
15430,46178,7.37,7.76,43,1593,14,49,Douse Mou Nigerarenai
15433,4132,7.22,7.83,18,167,2,0,Kintoki
15434,196116,5.52,6.24,196,4057,74,0,Koi Inu
15436,51358,7.32,7.52,194,3835,18,0,Ninkoi - Karenbo Hichou
15437,89452,8.8,8.64,338,5269,38,56,Our Relationship Is...
15438,834681,6.79,6.89,974,24776,133,211,Maou no Hajimekata - The Comic
15439,105707,6.5,7.0,159,4052,28,108,Lady Justice
15442,13513,8.1,7.98,10,382,4,0,Fukurousou Aki Arimasu
15443,3553,7.0,7.78,19,134,1,0,Boku no Petto ni Narinasai.
15447,13284,7.52,7.68,143,769,6,2,World\'s End Sabotage
15448,11586,8.58,8.43,247,1157,6,8,Spring, a Minuet
15449,16263,7.82,7.9,71,934,7,1,Kurenai no Ansatsusha
15458,8427,8.12,8.03,60,389,2,0,Massugu Kimi e
15460,87041,5.76,6.97,68,1548,14,5,Flaming Hot Desire
15465,36701,5.55,7.14,31,777,5,1,Tokku Hakkenshi [code:T-8]
15466,45556,8.32,8.11,57,1601,7,33,Barairo no Yakusoku
15468,6666,7.46,7.77,54,386,0,4,Hanabatake no Iberico
15470,13907,7.83,7.93,35,605,8,19,Tourou no Ori
15471,15525,6.6,7.51,40,496,8,0,Mizu no Iro, Gin no Tsuki
15472,26101,7.33,7.66,78,1323,5,7,Kimi to Boku wo Tsunagumono
15479,12604,7.56,7.77,80,552,2,0,Aioimusubi
15486,5051,7.0,7.83,11,103,1,0,Takane no Hana Senpai
15488,43695,8.26,8.08,54,1024,6,14,Pok&eacute;mon SPECIAL ORAS
15491,4577,6.67,7.8,12,148,0,0,Itoshii, Hito
15493,26879,6.18,7.51,28,1367,4,14,Mikansei Lovers
15497,6864,7.44,7.87,18,159,0,0,Ano Hi, Seifuku de
15498,4117,7.21,7.78,28,128,0,0,Monte Carlo no Ame
15501,12101,7.72,7.91,25,675,1,1,Feng Yu Jiu Tian
15503,14230,8.27,8.08,49,705,1,9,The Seven Princes of the Thousand-Year Labyrinth
15504,2413,8.45,8.03,11,65,0,0,Touhou - Yakumo-ke - Because They Are My Dear, Dear Family (Doujinshi)
15508,90688,6.13,6.59,246,3180,27,191,15-sai
15511,18416,7.76,7.92,21,1195,5,0,Wonder Rabbit Girl
15512,49769,6.67,7.64,27,1792,3,0,Guarding
15514,1095631,8.8,8.75,1334,26590,164,1691,Kobayashi-san Chi no Maid Dragon
15515,2576,6.75,7.79,12,49,1,0,Himitsu no Sakana-pan
15516,7175,7.74,7.92,19,554,2,0,Yankee to Yandere no Karera ni wa Tomodachi ga Inai
15519,5817,9.38,8.2,16,251,3,3,Coffee Mou Ippai
15520,16508,8.07,8.0,42,494,1,0,Kuro Ookami to Kin Kitsune
15527,3417,8.0,7.97,20,59,2,4,Touhou - A Day in the Life of Hakurei Reimu (Doujinshi)
15534,27157,6.67,7.8,12,462,0,0,Crimson Skies
15547,8587,8.1,8.03,78,488,3,3,Sonna Me de Mitekure
15550,3945,7.0,7.78,20,196,0,0,Risou no Ouji-sama no Tsukurikata
15552,12240,8.74,8.45,138,964,8,5,Tonari no Robot
15553,6091950,9.19,9.18,9964,113182,1027,7376,Tensei Shitara Slime Datta Ken
15560,35050,8.27,8.06,33,528,4,3,Houkai Gakuen EX - Sakura Arc
15563,6646,7.0,7.63,12,203,5,2,Marimari Marigold
15564,9690,7.19,7.7,42,514,3,0,Kedamonozakari, Koizakari
15568,27300,8.29,8.06,35,441,8,1,RWBY - Henceforward (Doujinshi)
15569,134893,8.21,8.14,196,5026,14,22,Coffee &amp; Vanilla
15571,5192,7.35,7.84,20,149,7,1,GARDEN
15579,32460,7.48,7.74,69,2748,52,134,Seishun no After
15582,4961,5.78,7.53,19,125,5,0,Jacarand&aacute;
15584,3317,7.06,7.82,16,90,5,2,Wolf Girl Laura
15585,28915,7.84,7.94,25,998,8,29,Hoshikuzu Drop
15588,18750,5.97,7.43,30,684,2,0,SSG - Meimon Danshikou Keppuuroku
15589,17383,4.8,7.62,10,557,1,4,Mobile Magical Girl
15591,9198,8.69,8.07,13,264,0,0,Otonari wa 1-ken de 2-do oishii
15593,57952,8.69,8.37,102,2161,14,94,BugCat-Capoo
15595,210858,8.39,8.32,377,7327,48,291,Tendou-ke Monogatari
15601,11085,7.07,7.74,28,771,6,5,Happy if You Died
15606,18389,6.71,7.59,34,1139,7,5,REVOLT
15607,100777,8.64,8.39,139,4899,34,56,Netojuu no Susume
15608,4355,7.1,7.87,10,105,0,1,Kantai Collection -KanColle- Nanodesu School! (Doujinshi)
15613,5610,7.38,7.86,16,116,1,0,Saa Koi ni Ochitamae
15618,27160,7.36,7.75,45,1256,5,22,Records of the Southern Mist House
15624,153332,7.41,7.52,333,6435,31,75,Tenraku Akuma! Demon\'s Core
15627,8479,3.56,7.15,18,524,2,3,Project Valkyrie
15628,222840,8.91,8.74,370,9029,53,171,Takane to Hana
15629,4773,7.85,7.94,20,145,0,3,Meshiagare Ai o
15635,11701,7.74,7.89,38,638,4,4,Tenshi na Konamaiki
15638,117000,8.2,8.13,193,4632,31,126,Omoi, Omoware, Furi, Furare
15645,3351,6.81,7.64,32,147,0,0,Wish Upon a Glass
15646,37034,7.65,7.89,26,979,8,66,Desert Rose
15647,18527,8.77,8.53,195,1288,4,2,Doukyuusei
15648,3846,6.91,7.84,11,110,2,0,First District Back Alley
15649,5162,7.1,7.85,11,188,0,0,Kimi ga Otona ni Naru Mae ni
15650,18207,6.93,7.59,46,799,28,8,Nozoemon
15651,33820,8.89,8.2,27,1190,15,10,Lupin III
15653,213266,7.07,7.24,343,7363,21,50,Dragon Ball Super
15655,6873,6.33,7.71,15,228,1,0,Melty Night
15656,23311,6.03,7.43,32,1304,7,22,Hitorijime ~Choukyou Ganbou~
15663,27701,8.59,8.48,374,1703,18,8,Unlucky Boy, Undead Girl
15666,4756,7.33,7.85,15,136,0,2,Red Velvet - Hug Me (Doujinshi)
15668,45344,7.98,7.97,122,1979,15,4,After Hours
15669,10498,8.07,8.0,44,818,6,0,Super Secret
15670,10921,8.67,8.24,51,865,7,2,Magic Knight Rayearth
15675,2564,7.43,7.89,14,75,0,0,Unmei no Koi ni Naritai
15679,16906,8.32,8.04,22,373,0,1,Kyoushi mo Iroiro Aru Wake de
15682,4507,7.76,7.89,46,223,2,0,Avion en Papier
15684,14708,7.52,7.77,62,389,0,0,Hitotsu no Koi no Hajimari
15686,30924,6.35,7.41,43,821,6,0,Rabukome no Baka
15688,4751,7.17,7.82,18,148,0,0,News na Kare!
15690,4437,8.62,8.07,13,212,0,0,Armored Highschool
15691,28065,8.64,8.16,33,643,4,95,Chuukan Kanriroku Tonegawa
15693,11397,8.0,7.97,11,435,2,0,Ichibanboshi Kirari
15695,11104,8.78,8.35,73,773,6,13,Usemono Yado
15697,11571,6.07,7.67,15,252,3,0,Crows Ladies
15699,107132,8.77,8.61,329,3426,16,123,Ashita wa Docchi Da!
15707,67559,8.93,8.67,222,3182,29,177,Koudaike no Hitobito
15717,2574,6.4,7.75,11,48,0,0,Boku ni Datte Iibun ga Aru
15720,6547,8.41,8.04,17,375,2,1,Almost-Weekly Mitsudomoe
15722,2760033,8.42,8.41,5034,41056,947,10659,Tomo-chan wa Onna no ko!
15726,8994,7.4,7.83,25,463,2,1,Soba ni Ite mo Ii n Daze
15728,87768,8.35,8.31,691,7343,23,48,Kanojo wa Rokurokubi
15730,6435,7.82,7.94,11,142,1,1,When the Girl Breaks
15733,74615,9.28,9.06,407,4899,39,5,Ohayou, Ibarahime
15735,2802,7.5,7.91,12,103,1,0,Yoru no Taiko
15737,121125,8.27,8.13,93,4640,20,67,Joukamachi no Dandelion
15738,18994,7.94,7.96,17,613,8,1,Shirojishi no Kodomo-tachi
15739,3433,8.2,7.99,10,152,1,0,The First Demon Lord Subjugation
15741,9592,6.6,7.75,15,302,2,0,Dragon\'s Dogma Progress
15743,5076,6.77,7.79,13,179,0,0,Donten ni Sirius
15747,25600,8.03,7.98,40,933,10,45,Tang Shanzang
15751,9630,8.29,8.01,14,356,0,3,Ginban Kishi
15752,221158,8.45,8.35,305,7827,28,163,Naka no Hito Genome [Jikkyouchuu]
15754,46258,8.44,8.35,347,2461,14,27,Hana to Hina wa Houkago
15756,4769,7.12,7.82,17,254,3,3,Tonari no Kanata
15757,123825,7.5,7.69,117,3659,18,143,Cupid\'s Chocolates
15762,9618,7.2,7.87,10,366,4,0,Umehara FIGHTING GAMERS!
15771,199325,8.88,8.73,412,8145,45,99,4 Cut Hero
15772,101879,6.71,7.24,113,3118,18,24,Sheng Wang
15773,3888,7.55,7.92,11,99,2,0,2011 New Face! - Suteki Danshi Catalogue
15774,39763,7.35,7.84,20,643,4,0,The Outcast (Dong Man Tang)
15780,23943,6.75,7.14,176,2171,21,16,Yuri na Watashi to Akuma na Kanojo (?)
15781,40063,8.33,8.09,39,2005,2,7,No Game No Life, desu!
15784,13992,7.27,7.59,95,729,1,10,Fukushoku Joshi
15785,78331,7.49,7.63,199,2730,12,73,Toshishita no Otokonoko
15786,3116,7.64,7.93,11,94,1,0,Angel Time
15787,9470,7.83,7.92,35,451,4,0,Dhaldot no Akujiki Musume
15790,23602,8.66,8.16,32,972,7,6,Car Graffiti JK
15791,16805,7.57,7.81,53,815,4,11,Cider to Nakimushi.
15792,20528,8.9,8.23,31,852,17,11,Lindbergh
15795,21245,8.63,8.23,52,1089,5,2,Momokuri
15797,3546,7.39,7.81,31,210,0,0,Hisho to Shachou no Himitsugoto
15799,8333,8.29,8.02,17,380,1,0,Hatsujou
15800,17561,5.9,7.42,30,858,2,0,Giant Warrior Nagi
15802,28276,8.48,8.2,66,1261,10,15,Ouji-sama ni wa Doku ga aru.
15807,10672,7.4,7.85,20,481,0,3,Rainy Days, Yesterday
15813,3689,7.32,7.8,22,140,2,0,Memoir of a Dancer
15815,10891,6.87,7.66,31,468,4,0,Kyoudai no Rule.
15817,20878,8.81,8.36,70,654,3,1,Mahou Shoujo Madoka\\u2605Magica - [Majuu Hen]
15819,14292,7.76,7.85,98,707,0,1,Omae wa Hitsuji
15820,11468,7.19,7.68,48,477,1,0,Junjou Bitch, Hatsukoi Kei
15822,6691,7.8,7.95,10,138,0,0,Let Dai
15825,37892,8.41,8.3,230,2675,23,6,I\'m the Main Character of a Harem Manga, but I\'m Gay so Every Day is Hell for Me
15827,5705,7.67,7.91,15,134,0,0,One Summer\'s Kids Game
15831,21640,7.28,7.81,25,440,11,5,Suzumiya Haruhi - Kyon no Tea of Sagittarius (Doujinshi)
15833,100645,7.68,7.82,87,2079,23,33,The Great Conqueror
15835,3194,9.44,8.33,27,108,3,1,Touhou - The \\u2468-Team (Doujinshi)
15836,2911,9.0,8.19,23,88,4,2,Touhou - DAI HARD (Doujinshi)
15837,7774,6.48,7.58,29,280,1,0,Uchi wa Futago de Teippai!
15838,98615,8.48,8.29,132,3736,27,41,Musuko no Yome
15841,3729,7.86,7.95,21,112,5,2,Touhou - X-CHEN (Doujinshi)
15848,2252,8.55,8.04,11,58,1,1,Touhou - 20\\u24682 (Doujinshi)
15849,32398,6.6,7.75,10,1168,5,0,Tasogarebashi Ekimae Omokage Shokudou
15850,24271,6.46,7.75,13,526,6,0,Zhan Long 2
15852,2785,8.86,8.1,14,63,0,2,Touhou - Karigurashi no Nazrin (Doujinshi)
15854,44219,7.78,7.87,88,1371,23,47,Kanojo to Camera to Kanojo no Kisetsu
15857,3916,7.7,7.94,10,113,1,0,Muddy
15858,15109,9.02,8.4,57,1435,4,0,Fukigen na Mononokean
15859,10861,8.61,8.16,36,805,8,1,Neko no Kohana
15860,6310,8.1,7.98,10,174,0,5,Kiss Shite mo Ii Koro
15864,23354,7.25,7.75,36,1033,10,18,nacuN
15865,60133,6.91,7.59,44,1508,11,63,Moonlight Sculptor (4-Koma)
15868,22845,8.93,8.47,89,1154,32,54,End of Goldfish Kingdom
15870,7845,7.75,7.94,12,477,4,1,Haiko Dolls
15872,7101,5.86,7.63,14,71,0,0,Kokoro no Kagi wo Mitsukete
15879,25438,8.62,8.23,53,900,13,33,Gunjou ni Siren
15881,6060,8.17,8.01,23,151,0,2,Tsukihime - Moe Moe Ren-chan and Dangerous Women (Doujinshi)
15884,7533,8.16,8.07,93,510,2,3,Yamete Kudasai, Mabushii Desu
15885,9708,7.72,7.82,116,691,1,0,Wakabaryou de, Kimi to
15886,61087,7.35,7.74,46,1826,9,0,The Isolator: Realization of Absolute Solitude
15892,9893,7.62,7.8,77,504,3,0,Yoru to Asa no Uta
15897,14167,9.01,8.72,211,736,9,12,Touhou - The Immortal Who Saw the Death of The Universe (Doujinshi)
15898,18568,7.86,7.88,246,1514,3,5,Renai Manga
15901,12113,6.0,7.34,35,454,6,0,Shuumatsu no Tenki
15902,21027,8.54,8.18,50,1049,10,2,Konbini DMZ
15906,9752,8.68,8.12,19,392,6,3,Kyoaku Gakuen
15907,14534,8.46,8.26,123,968,6,5,The Negatibrain
15911,275902,8.52,8.4,286,7907,53,384,67% Inertia
15912,11252,8.54,8.22,67,432,3,0,Young Bad Education
15918,223710,7.31,7.5,200,10008,15,41,Rokudenashi Majutsu Koushi to Akashic Records
15921,2714,6.9,7.85,10,64,1,1,Haikyuu!! - Hey You! What Can I Do? (Doujinshi)
15925,31983,7.56,7.89,18,898,5,2,Karada Sagashi
15937,99498,8.83,8.55,173,4293,30,77,Ichiba Kurogane wa Kasegitai
15938,3199,9.38,8.16,13,77,1,1,Touhou - MEIRIN OF FURY -Meiling Ikari no Tekken- (Doujinshi)
15940,22159,8.16,8.1,191,2327,8,2,Sasen mo Warukunai
15941,618104,9.15,9.1,1799,18624,302,652,Tsurezure Children
15946,987463,5.19,5.34,1378,25053,182,881,Gun-Ota ga Mahou Sekai ni Tensei shitara, Gendai Heiki de Guntai Harem wo Tsukucchaimashita!?
15948,11386,9.37,8.64,75,499,13,11,G
15949,33261,5.0,6.85,42,423,17,7,Amague!
15950,2158719,7.19,7.22,1889,48130,323,2203,Isekai Maou to Shoukan Shoujo no Dorei Majutsu
15951,3788,7.09,7.84,11,234,0,0,Watashi no Suki na Hito
15954,68645,6.7,7.51,47,1983,15,20,Motokare&larr;Retry
15957,6966,6.33,7.5,33,181,1,0,Ai wo Kudasai
15962,76918,8.94,8.61,158,4483,28,73,Back Alley Life
15963,37458,8.26,8.07,46,1993,7,0,Species Domain
15964,8896,6.73,7.78,15,419,1,2,Renai Paradox
15967,11814,7.03,7.67,38,432,1,4,Futari no Musuko ni Nerawarete Imasu
15969,19257,7.6,7.82,52,602,1,8,Bitch na Neko wa Koukishin ni Katenai
15974,7448,7.07,7.72,30,289,1,4,Big Banko
15976,137050,9.27,9.2,1649,7773,80,149,Shimanami Tasogare
15978,5076,6.86,7.68,28,339,2,1,Getsuyoubi Kara Kataomoi
15980,103057,3.51,6.1,59,1450,13,20,Gunslayer Legend
15988,8000,7.61,7.86,36,444,1,3,Cigarette Anthology MENTHOL
15989,143902,8.48,8.36,262,6051,26,130,Sekai de Ichiban Warui Majo
15991,286049,8.25,8.23,773,10773,71,423,Koi wa Ameagari no You ni
15992,38324,6.3,7.36,43,772,16,32,Tokumu Houkoukan Yumihari
15995,23605,8.34,8.18,113,1267,15,10,Tamachen!!
15997,15944,9.07,8.27,27,858,7,1,Koutetsu Kishi Chevalion
15999,3608,7.42,7.89,12,75,0,0,Love Live! - Untitled NicoMaki Comic (Doujinshi)
16003,22996,8.44,8.3,188,1662,4,3,Hitoribocchi no OO Seikatsu (Webcomic)
16004,4863,7.33,7.88,12,204,0,4,Bokura no Polaris
16008,66225,8.3,8.13,77,2729,17,10,Waves, Listen to Me!
16010,3694,7.27,7.85,15,204,3,0,Yukiwaribana
16011,12997,8.77,8.21,35,1002,1,0,Gangsta.:Cursed. - EP_Marco Adriano
16013,8448,7.13,7.73,31,272,0,0,Spicy &amp; Sugary
16014,39441,7.52,7.77,64,2547,11,2,Senpai, Sore Hitokuchi Kudasai!
16015,18685,6.63,7.61,30,892,0,2,Fairy Tail Gaiden - Kengami no Souryuu
16016,3058,7.0,7.86,10,108,1,0,Love Sync Dream
16017,4325,6.91,7.84,11,112,2,2,Suzumiya Haruhi - Ai wo awasete, SOS Dan!! - (Doujinshi)
16019,11371,8.0,7.97,12,753,0,0,Gendai Majo Zukan
16021,34926,8.45,8.09,29,1666,8,8,Kujira no Kora wa Sajou ni Utau
16024,16953,6.71,7.71,21,550,6,0,Shin Seiki Evangelion: Ikari Shinji Ikusei Keikaku
16025,6656,7.93,7.97,15,312,8,0,Clover
16026,13813,7.19,7.81,21,880,11,0,Koakuma Meringue
16028,11350,7.0,7.57,58,428,1,0,12-ji Kara Hajimaru
16029,12252,7.72,7.83,102,668,2,0,Oya no Kao ga Mite Mitai
16030,11178,7.67,7.85,49,370,0,0,Hanyuu-sensei no Ryou Seikatsu
16032,28181,7.08,7.55,71,1120,12,4,Nagareboshi ni Negau Hodo Bokura wa Sunao ja Nai
16034,18260,7.92,7.95,25,1102,1,1,Blavet
16037,6273,8.08,8.02,63,346,2,1,Ichi Ni no San!
16038,5092,7.23,7.82,13,195,1,0,Ore no Shiranai Murakami-kun
16039,325849,7.9,7.91,333,5915,56,737,Hanebado!
16040,7886,7.79,7.93,24,179,0,0,Joushi to Ore no Himitsu
16041,55011,6.1,7.48,29,2036,8,12,Ore ga Ojou-sama Gakkou ni &quot;Shomin Sample&quot; Toshite Spinoff Sareta Ken
16043,39759,9.1,8.82,250,2344,15,75,Koimonogatari
16046,216666,7.24,7.45,207,8202,57,150,Chikotan, Kowareru
16048,18355,8.06,8.03,227,1061,6,9,Bakemono Recchan
16050,266879,9.08,9.01,1163,12544,93,764,Kawaii Hito
16063,16961,4.53,7.36,17,652,2,7,Nuan Nuan Wu
16064,13571,7.09,7.72,32,447,0,0,The Day Naruto Became Hokage
16065,8527,7.27,7.83,11,379,0,0,Inferno
16069,2129234,8.65,8.63,2746,40175,357,1193,Tales of Demons and Gods
16070,60993,7.55,7.77,75,2815,9,6,RPG
16071,70428,8.45,8.37,405,6022,17,82,Sweet Guy
16073,5408,8.13,8.01,30,263,1,0,Goshiki no Fune
16074,65275,8.47,8.27,131,2306,24,52,Live or Not
16076,50221,8.12,8.06,147,2245,15,29,What Does the Fox Say?
16079,3780,8.04,7.99,25,184,5,1,Yoru, Tooku e Mukau
16081,6735,7.59,7.83,49,284,0,0,Hatsukoi wa Gunjou ni Tokeru
16082,7262,6.0,7.6,14,226,1,0,Himekei Doll
16087,47145,7.55,7.77,78,2327,16,5,Himekishi-san to Orc
16094,17225,5.72,6.69,108,891,7,5,Shoujo Shikkaku
16096,3844,7.58,7.88,24,217,0,0,Tandem Lover
16099,49599,7.84,7.93,32,2314,14,98,Ghost Writer
16105,2441559,8.42,8.41,3713,61532,573,3667,Tsuki ga Michibiku Isekai Douchuu
16106,4246,8.08,7.99,26,163,5,3,False
16107,7157,8.25,8.01,12,422,2,0,Straw
16108,7263,7.52,7.87,23,288,0,0,Haru Natsu Aki Fuyu - HaruNatsuAkiFuyu (Doujinshi)
16110,38974,7.73,7.86,66,1303,10,9,Blade Note
16113,2832,6.4,7.79,10,81,0,0,Datte Ai wo Shinjiteru
16115,56969,8.46,8.2,71,2184,11,11,Koi Wazurai no Ellie
16119,3885,6.47,7.69,17,98,3,2,Hatsu koi, Yoru ni Tokeru
16120,5497,6.3,7.53,23,216,6,0,Puri*Puri
16124,5994,7.47,7.77,32,194,0,0,Haru no Ko
16125,5095,7.81,7.93,21,265,3,0,Itohen
16127,160720,8.09,8.06,276,9570,36,34,Tenseisha wa Cheat o Nozomanai
16130,5691,6.7,7.54,40,368,3,0,Hana wa Nisemono
16152,10801,7.02,7.54,63,560,0,1,Ribs Woman
16159,4590,9.02,8.42,62,242,4,7,Man vs Dog
16160,51466,8.06,8.03,216,4003,10,21,Hazuki Kanon wa Amakunai.
16164,7965,9.22,8.25,23,291,1,0,Hyakki Tsurezure Bukuro
16165,6121,7.74,7.89,42,358,1,4,Shizuru\'s Notebook
16168,764811,9.05,8.93,627,6251,31,1010,Diamond no Ace: Act II
16170,25598,8.34,8.12,59,736,2,9,GIRLS und PANZER - Little Army II
16173,18203,6.53,7.7,19,497,4,14,Dainippon Samurai Girl
16174,4595,6.4,7.72,11,106,0,0,Danshi Ryou de Himitsu no Kiss
16177,129673,8.83,8.67,354,6907,42,26,Boku to Kimi no Taisetsu na Hanashi
16180,10470,9.08,8.24,12,452,2,0,Tsuyokute Kakkoii Joshi wa Suki desu ka?
16184,3054,7.82,7.95,11,98,0,0,Canon no Ato Ni
16187,17602,6.07,7.67,15,608,0,5,Neo Devilman
16191,6586,7.37,7.78,38,408,1,0,Katakoi Opera
16193,72747,8.66,8.31,80,2711,25,25,Charlotte
16195,22409,7.96,7.96,192,1118,4,2,Trans Star
16197,43160,8.04,8.01,149,1693,12,32,Hinekure Chaser
16198,8943,8.22,8.05,36,309,6,4,Bokura no Funkasai
16200,7650,8.13,8.02,46,405,4,0,Banken Hero
16203,6314,6.6,7.77,11,120,2,0,Mazinkaiser
16204,6298,7.0,7.84,11,101,0,0,Cat &amp; Dogs!
16213,7224,7.57,7.81,54,393,0,0,Ai no Binzoko
16214,3035,7.32,7.77,19,96,0,0,We Don\'t Like Love Songs
16215,78271,7.75,7.88,61,3139,15,5,Smokin\' Parade
16216,8243,6.76,7.76,17,290,0,0,Florist no Koi wa Saku
16217,26995,5.62,6.46,145,922,12,8,Naa-tan to Goshujin-tama
16222,66414,7.72,7.77,366,4784,16,74,Boku wa Ohime-sama ni Narenai
16223,5779,6.7,7.51,47,296,1,1,Waraibanashi no You da
16224,127315,6.59,7.14,123,3447,26,38,Seishokuki
16238,2811,5.82,7.71,11,85,0,0,Sono Me de Katare
16243,9561,5.33,7.62,12,179,2,0,Kami-sama Onegai
16247,5350,7.41,7.85,22,480,4,1,Onna no Ko wa Kawaii Mono ga O Suki
16249,6208,8.24,8.09,66,442,0,0,Samishigariya no Love Letter
16252,6722,8.82,8.27,45,444,3,0,Tenohira Size
16254,4526,8.42,8.03,12,517,0,0,Chichi to Ko
16263,2235,6.33,7.76,12,96,0,0,Nandaka Ii Nioi
16265,7136,7.32,7.7,57,438,2,0,Phantom Mansion
16266,19641,6.43,7.44,42,1761,3,1,SStudy
16267,44581,6.0,7.6,15,390,4,1,Dragon Ball Heroes - Victory Mission
16269,11489,7.82,7.94,11,254,1,3,Toriko - Digital Colored Comics
16279,557019,7.57,7.61,905,13378,87,737,Ashitaba-san Chi no Muko Kurashi
16280,25234,7.7,7.88,40,2089,6,0,Akuma mo Fumu o Osoreru Tokoro
16281,29818,7.61,7.89,23,1336,9,2,Ad Astra Per Aspera
16283,48259,6.44,7.43,45,2508,13,14,Master in My Dreams
16284,32069,7.42,7.69,85,1762,7,6,She Is Young
16285,17807,6.81,7.73,21,1235,3,0,Hand Play
16286,11741,7.19,7.83,17,414,0,0,Otona no Koi no Hajimekata
16287,9432,6.33,7.63,21,224,0,0,Shinpu-sama no Kyuuketsuki
16290,46228,7.41,7.65,108,1574,22,19,Watashi no Muchi na Watashi no Michi
16295,6494,7.13,7.74,30,309,0,0,Kare to Kare no Ijiwaru na Kyori
16297,221717,9.38,9.18,489,7278,52,394,Hakumei to Mikochi
16298,26906,6.94,7.79,17,1542,4,0,B Group no Shounen
16300,66723,8.1,8.06,157,2723,34,34,Fenglin Tianxia - Wangfei Shisansui
16301,5459,7.89,7.95,18,164,2,2,Night Songs (Yoru no Uta)
16305,4327,7.73,7.92,15,318,0,0,Where Tangents Meet
16310,51298,7.05,7.58,61,2859,21,57,Noboru Kotera-san
16313,1039370,9.36,9.33,2924,38141,237,1108,Grand Blue
16316,4798,7.8,7.92,10,217,2,0,Hoiku no Ou-sama
16323,11474,5.66,6.7,99,436,14,0,Iroenose.
16324,8069,8.5,8.05,14,439,6,10,Black-Box
16325,88532,8.23,8.2,693,7843,26,97,Criminale!
16328,11534,7.69,7.93,13,1312,4,1,Miracle! Hero-nim
16335,9717,7.94,7.96,18,345,1,3,Roppongi Black Cross
16336,14009,7.3,7.73,44,430,0,1,Yahari Ore no Seishun Love Come wa Machigatteiru - Iro Hasu Hasu (Doujinshi)
16339,5128,8.57,8.21,56,302,12,3,Neko to Ookami
16340,98271,8.01,7.99,103,2889,14,123,Mako-san to Hachisuka-kun.
16345,37296,8.18,8.11,149,1880,21,106,No Problem Kazoku
16346,61128,8.79,8.57,219,4069,16,79,Umi no Cradle
16351,307967,7.23,7.41,263,6837,39,92,Tachibanakan Triangle
16354,4180,9.09,8.1,11,187,2,0,Futatsu no Spica
16357,8436,7.81,7.92,36,344,0,0,Jigoku Meguri
16358,23975,6.25,7.48,32,1791,10,0,Masou Gakuen HxH
16362,5140,7.51,7.82,41,166,3,0,Haru ni
16363,21061,4.7,7.32,20,614,14,0,Okusama wa Shougakusei
16366,55037,8.12,8.03,57,2499,22,7,Fruits Basket Another
16368,20611,8.07,8.02,72,1934,4,5,Sports Girl
16369,28476,6.46,7.24,78,2208,12,15,Household Affairs
16374,50812,8.23,8.12,107,2431,14,57,Boku ni Hana no Melancholy
16375,24874,7.64,7.87,33,1134,7,20,Ashita no 3600-byou
16384,7202,6.81,7.78,16,160,0,0,Deep Bloody Night
16387,6827,8.28,8.11,69,508,10,14,Ayeshah\'s Secret
16390,16918,4.07,7.4,14,248,11,1,Crossing the Boundary - Twins
16392,15899,7.33,7.72,54,1222,5,0,Drug Candy
16393,83612,8.49,8.25,94,2961,13,58,Nomi Joshi
16394,10797,7.61,7.85,41,396,1,0,Charao-kun to Haraguro-kun no Himitsu
16396,27043,8.66,8.45,196,1799,14,17,Bambi to Dhole
16397,15690,7.16,7.74,32,541,0,5,Himegoto Comic Anthology
16398,4658,8.1,8.0,30,199,3,2,Namida no Tantanmen
16403,2549,7.31,7.88,13,84,0,0,Manatsu no Blue
16405,137474,7.77,7.84,159,4630,47,131,Koi wa Hikari
16407,12155,8.7,8.1,20,475,7,4,Hyaku Monogatari
16409,3604,7.5,7.86,12,183,1,0,Watashi to Ren\'ai Shiyo
16410,25270,9.35,8.45,43,1341,12,48,Pawnshop: Shinobu\'s Jewel Box
16411,1502492,8.18,8.16,1304,37102,115,2618,Enen no Shouboutai
16413,13522,4.76,7.37,17,165,1,0,Motto Oshiete
16414,7330,7.05,7.78,20,442,1,0,Amakute Zurui Wana no Naka
16415,60827,8.38,8.23,152,3120,32,7,Samon-kun wa Summoner
16417,3544,7.88,7.95,24,132,0,0,Madokana Tsuki to Encore
16418,2902,8.0,7.97,11,76,1,0,Asa no Jumyou
16420,124285,8.43,8.31,250,3319,21,52,Dakaretai Otoko Ichii ni Odosarete Imasu
16426,11884,8.4,8.2,97,781,3,2,Genjuui Toteku
16430,6157,7.79,7.9,34,337,1,3,Mitsubachi Hakushaku to Hana no Dress
16436,14320,7.2,7.66,55,623,3,8,Boyfriend no Jouken
16441,7169,8.17,8.02,29,432,0,0,Bakuman Bangai-hen
16442,12128,7.46,7.72,78,368,8,0,Nii-chan
16443,68943,8.52,8.26,97,3874,19,35,Takane no Hana nara Ochitekoi!!
16444,773596,8.77,8.71,923,14570,202,1355,Radiant
